class,tweet
offensive_language,Face only yo bitch could love http://t.co/OckXAYthAK
offensive_language,Facebook is for fags
neither,Facebook is for the birds...I'm over it
offensive_language,Facts can be a bitch sometimes. http://t.co/zZkAgXiVlU
offensive_language,"Faded, swear to god I'm faded.. my bitch educated had her clients pay the payment"
hate_speech,Faggot ass bitch nigga
neither,Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9
neither,Fairy tale world lmao
offensive_language,Fake ass hoes all around
offensive_language,Fake ass people. That's why I don't have no respect for em. Frontin ass bitches too
offensive_language,Fake niccas ain't far dog they right in ya face!
neither,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;
offensive_language,Falls in that pussy like quick sand &#128524;
offensive_language,False start bitches
offensive_language,Fam. &#8220;@1800deeznuts: Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&#8221;
offensive_language,Famous women be the biggest hoes.
neither,Fantasy squad doing so trash :/
offensive_language,Fat Trel that niggah &#128076;
hate_speech,Fat ass hoe holding up the machine
hate_speech,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale."
offensive_language,Fat bitch
offensive_language,"Fat bitches Twitter names be "" PrincessCookieNeckBackCrack "" lmaoo &#128514;&#128514;&#128514;"
offensive_language,Fat bitches got the most pictures
offensive_language,Fat bitches need love too I'll fuck em &#128175;&#128175;
hate_speech,Fat fucking funky nasty ass hoes
offensive_language,"Fat hoes on Twitter calling themselves Barbies, bitch you ain't no damn Barbie you a damn care bear."
hate_speech,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY"
hate_speech,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr"
offensive_language,Fck dem old hoes..... No double entree...
offensive_language,Fear no bitch
offensive_language,Fear the queer https://t.co/GsmmKwz7HC
offensive_language,"Feb 18 was a record setting day for the word faggot, apparently: http://t.co/rO9E1KUokg"
offensive_language,Fed ex some real hoe boys
offensive_language,Feeeeeling tuna feelliiiing cunt
offensive_language,Feel like a bitch for calling the cops on people but I'd rather this bitch go to jail then someone get hit by a wreck less driver.
offensive_language,"Feel like i aint did this in a while , let me warm up 
Eat that pussy for a half an hour got her goin nuts"
offensive_language,"Feelin like I can have any bitch I want. 

Feelin like all these hoes in this bitch want me."
offensive_language,Fell asleep and woke up to some weird ass staring at me. What? Never seen a beaner sleep before?
neither,"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog"
offensive_language,Females act like they never seen a nicca who raise they kids .. The reaction makes me laugh every time
offensive_language,Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day
offensive_language,Females be damn near naked wondering why niccas jus wanna fuk lol
offensive_language,"Females never understand that guys dont give af about females that they dont like liking them. Stop trippin, he dont know that hoe"
offensive_language,Females so dirty bro real talk you gotta play these bitches now day because if you don't they still gonna do it to you
offensive_language,Females talk down on niccas when I can point out a few females who be on that tip!!
offensive_language,Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.
hate_speech,Feminist aka a bitch.
offensive_language,Fenkell in this bitch
offensive_language,Ferrari addiction bitch it's a wonderful thing.
offensive_language,Few Instagram likes a bitch swear dat she on
offensive_language,Fight me RT @rob_b1991: 0 cuz they're trash RT @Markie__Marc: How many 50-cent corn dogs did you order today?
offensive_language,Fight me den hoe
offensive_language,"Fight me you tubby bitch ""@JoseCanseco: I'll fight anyone&#8221;"
offensive_language,"Fight night tonight, go Cotto. Smack that pompous cunt down in front of millions. #MayweatherCotto"
offensive_language,"Fighting on the Internet is like competing in the special Olympics, even if you win, you're still retarded."
neither,Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29
offensive_language,"Finally back behind the sticks, visit me bitches #VBar #StMarksPlace #EastVillage #NYC #RichMahogany http://t.co/PiUBUqXb9Y"
neither,Finally done wif mock regents &#128524;
neither,Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd
neither,Finally got my medicine and crackers!
offensive_language,"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now."
offensive_language,Find Waldo at Escape bitches ! &#128308;&#9898;&#65039;&#128309;&#127926;&#10024;&#128588; http://t.co/JVI4XrfFod
offensive_language,Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;
offensive_language,Find her ass and push her down some stairs by accident. Throw some water on the floor. Shit. Kick a bitch.
neither,Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;
neither,Fine I'll settle for an Oreo milkshake
offensive_language,Fine ass fat bitch... #TwitterLurking
neither,Fine chicks lap dances always trash
offensive_language,Fines hoes only &#128527;&#128076;
neither,"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that"
offensive_language,Finna favorite my last tweet so niccas will kno I been knew wassup
offensive_language,Finna get 86'd cause bitches in coming at me wrong
offensive_language,"Fire, bitch. http://t.co/69ZrZ3MMNM"
offensive_language,Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.
neither,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu"
offensive_language,First chick to bring me some hash-browns from Waffle House right now will get her pussy ate
offensive_language,First game first play. DAT can fuck my bitch
neither,First jig of the night
neither,First key club trash pick up with the freshman! #tbt http://t.co/rpLXlaylOJ
offensive_language,First of all you my type of bitch
offensive_language,"First off , fuck your bitch &amp; the click you claim &#127911;"
offensive_language,First the white bitch wanna ask extra questions &amp; shit... &amp; be a lil bitch about everything with her skinny ass!
hate_speech,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting
offensive_language,"First thing she wit ya, next minute she against ya, like that hoe from the clippers"
offensive_language,Fitted Girbuad straps? Them bitches would be raw as hell.
neither,Fitzpatrick is trash bruh
offensive_language,Fizz a whole hoe outchea see would of been walking
neither,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...
offensive_language,"Flag bitch &#128681;GHAT DAMN... WE NIGHT AS WELL BE PLAYING AGAINST THE FLAG, SHIT!"
hate_speech,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
neither,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife
neither,Flappy bird is gonna be the death of me
neither,Flappy bird on bull....
neither,Flappy bird stresses me out
offensive_language,Flashin money but ya bitch nails not done..
offensive_language,Flaw bitches. Flaw bitches everywhere.
neither,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.
neither,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets
offensive_language,Flo is a bad bitch
neither,Floppy bird chalmers over here taking after his hero LeBron
offensive_language,Floyd please deliver me from temptation as I oh so wish this bitch would hurry thee fuck up so I can surfboard on my bed.
offensive_language,Fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him! Baby rattlers will kill you man!! &#128563; http://t.co/pWFO8JHaOA
offensive_language,Fly as a bitch on Aladdin rug
offensive_language,Fly nicca no parachute
neither,Foles vs 9ers in San Fran or Eli vs redskins in DC
neither,"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake"
offensive_language,Follow a nicca on IG: im_hollywood_jay
offensive_language,Follow a nicca on IG: im_yung_jay
offensive_language,Follow ah bitch on ig tho 1inkkofrosess
offensive_language,Follow me back bitch.
offensive_language,Follow my nigga cg_bugatti Niggaz hated nd flagged his possibly Fucked ya bitch that's why y'all&#8230; http://t.co/FRf23wlLbv
offensive_language,"Football the only thing I got! no bae I don't got no hoes, they all come and go!! time to just start focusing on something that's real"
offensive_language,For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh
offensive_language,For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy
hate_speech,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;
offensive_language,For all you hoes know I could be DJ Zetti
offensive_language,For all you psychology bitches on your periods.. Do this to chill tf out http://t.co/W2n19vgBv3
offensive_language,For every hoe out there there's some nigga out there tryna save her and make turn her into a good woman...she jus keep ignoring his texts
offensive_language,For every thirst dog lies a thirsty bitch.
offensive_language,"For guys ?bros over hoes?. For girls ?chicks over dicks?. For me, it?s ?whoever has my back over the fake ass people, any day?"
offensive_language,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
offensive_language,For some reason I always assume guys who act like that in trucks have tiny dicks HAHA #fag
offensive_language,For such bold people confrontation seems to make bitches out of alot of you
neither,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS"
offensive_language,For you bitch niggas out there &#128527; http://t.co/6wI3EPalwo
offensive_language,"Forget ""resting bitch face,"" the next hot new trend will be ""resting drunk face."""
offensive_language,Forgiato Fest in Dallas this year fuck yeah bitch
offensive_language,Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.
neither,"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)"
offensive_language,"Forreal forreal, I would let the founder of Capcom fuck my bitch. They made Street Fighter AND Marvel vs Capcom #EternallyGrateful"
offensive_language,Forte just trucked dude hoe ass lol
neither,Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn
neither,Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ
neither,Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;
offensive_language,Frankie is a twat. #BB16
offensive_language,Freak hoes
offensive_language,Freak hoes got several
offensive_language,Freaky bitch eat the dick while I'm playing madden
offensive_language,Freaky bitch hi
hate_speech,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh
offensive_language,"Free 5iiive nigga, let all a my dogs out. Moma said no pussy cats inside my dog house! #SB4 #GANG!! http://t.co/E8baXOyPgg"
offensive_language,Free Ballout lil bitch &#128520;&#128299;
neither,Free bird.
neither,Free birds. Lol
offensive_language,Free bitch . We stay used yo hol yo each other cdfu &#128175;@Here4Timis__
offensive_language,Free lee bitch 1&#8419;3&#8419;1&#8419; 4L
offensive_language,Free lil cj bitch the wait is over ! #december8th
offensive_language,Free love &amp; sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY
offensive_language,Free my brother turt and gn bitches
offensive_language,Free my niggah C4
neither,"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg"
offensive_language,Free that hoe &#128175;
offensive_language,Free that hoe 1x &#128520;
neither,Free wop
neither,Freezing my nips off out here...
neither,"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple."""
offensive_language,Fresh Japanese model toys her succulant pussy until she&#160;cums http://t.co/epBa8t5AFI
neither,Fresh out the gym but yet I'm bout to eat free birds.
offensive_language,Fresh polo on you bitches
offensive_language,Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol
offensive_language,Friday is gunna be my bitch
neither,Friend or foe nicca .. State ya biz
offensive_language,Friend zone ass nigguh
neither,Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS
offensive_language,Friends become foes girlfriends become hoes.
neither,Friends don't let friends become guidos. #themoreyouknow
neither,"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL"
hate_speech,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!"
offensive_language,From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit
neither,"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through."
neither,"From the archives: @ThatAndyRoss&#8217;s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 http://t.co/on5t60rMFb"
offensive_language,Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga
neither,"Frozen peas and 
ibuprofen. My new best friends # cripple"
offensive_language,Fruit 2 O? Who tf does WOHS think they are Trynna serv a nigguh dat lame shit
neither,Frustration can be a bitch !
offensive_language,Fuc u say ? &#8220;@AyyyeThatsChubb: All these hoes look good on IG&#8221; http://t.co/PlsFL84cDp
offensive_language,Fucc nicca
offensive_language,Fucc niccas dnt want no smoke
offensive_language,Fucc u primo aint nobody ask u 2 fav dink lies
offensive_language,Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F
offensive_language,Fuccn yo bitch and its wet like a pool&#128166;
offensive_language,"Fuccn yo bitch last night she say ""you the nigga!!'"
offensive_language,Fuck I'm such a bitch.
hate_speech,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;
offensive_language,"Fuck Staten Island, place is for pussies"
hate_speech,Fuck Ur god until dat faggot strikes me down
offensive_language,Fuck Ya feelings ain't no sorries bitch
offensive_language,Fuck a bitch flip a brick
offensive_language,Fuck a hot head pussy I gt a cold heart
hate_speech,Fuck a lame nigga than you a lame bitch
offensive_language,"Fuck a nigga feelings, fuck a nigga bitch."
offensive_language,Fuck a opp thot we'll shoot a bitch
offensive_language,"Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend."
offensive_language,"Fuck all that huggin and kisses, I fuck all they bitches"
offensive_language,Fuck all that talking bitch y u got my name in to mouth
offensive_language,Fuck all these dirty hoes these bitches basic
offensive_language,Fuck all u stupid hoes #idgafmode
offensive_language,Fuck all y'all hoes &#128567; gang shit &#128175;&#128175;
offensive_language,Fuck all you hoes who keep giving my number to these colleges lmao
offensive_language,Fuck around &amp; take them hoes back
offensive_language,Fuck around and get your honeybun took in that bitch with all that crying nigga!!
offensive_language,Fuck around and waste my time and I'll fuck that bitch you hate and that one friend you love&#9996;&#65039;
offensive_language,Fuck around wit me n my niggas n we'll turn dis bitch inside out
hate_speech,Fuck ass redskin corners
offensive_language,Fuck bad bitches
offensive_language,Fuck bitches get money
offensive_language,Fuck bitches get money ayyyyeeeee
offensive_language,Fuck bitches get money mission complete!
hate_speech,Fuck boi fag
offensive_language,Fuck class gon be a bitch tomorrow
offensive_language,Fuck da bulls and your trash ass music nigga &#8220;@FREDOSANTANA300: Fuck da Cavs&#8221;
offensive_language,Fuck dat bitch
offensive_language,Fuck drama class. This bitch boring as hell
offensive_language,Fuck fight music bitch this is losing ya life music
offensive_language,"Fuck fleeto like, id cut you cunts up :/"
offensive_language,Fuck her pussy &#127797;&#128049; fuck her mouth &#127797;&#128069; fuck her ass &#127797;&#128052; cause she nasty
offensive_language,Fuck her pussy &#127814;&#128047; Fuck her mouth &#127814;&#128068; Fuck her ass &#127814;&#128169; &#128514;&#128514; cause she nasty
hate_speech,Fuck her pussy fuck her mouth fuck her ass cause she nasty
offensive_language,Fuck her right in the pussy.
offensive_language,Fuck is Yall sayin bitch ma h456d love me &#128076;
offensive_language,Fuck is yaw sayin bitch my hood love me&#128677;&#9889;&#127984;
offensive_language,"Fuck it, its 4 am why am I tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. Niggerfag Niggerfag Niggerfag"
offensive_language,Fuck ms. Patrick that bitch can't teach for shit
offensive_language,Fuck my Ex bitch
offensive_language,Fuck niggah add it up..&gt;&gt;&gt;
offensive_language,Fuck nigguh Trynna talk it out. Wtf we Finna talk about?
offensive_language,Fuck off bitch
offensive_language,"Fuck rebuild the tranny, I'm driving it like its been for the last 4 years till it finally goes out &#128514;&#128514;&#128514;"
offensive_language,"Fuck that Dancehall shit, thru that #TWERKTAPE on bitch"
offensive_language,"Fuck that I got a curfew I break that bitch tho idgaf , she could fuss and curse at me when I get home lmfao"
offensive_language,Fuck that bitch
offensive_language,Fuck that hoe!
offensive_language,Fuck that hoe.
hate_speech,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
offensive_language,"Fuck that new bitch , that you think you found."
hate_speech,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
offensive_language,Fuck that niggah he so weak he cant tell that you a freak
hate_speech,"Fuck that niggah he so weak, he cant tell that you a freak"
offensive_language,Fuck that shit I'm out this bitch
offensive_language,Fuck that stupid bitch.. &#128530;
offensive_language,"Fuck the church you attend , fuck your god, fuck the nigguh you call the savior . It's a fucking new world order baby"
offensive_language,Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.
offensive_language,Fuck the courts!!! How is a $35 fine add up to $445 MF dollars bitch??
offensive_language,Fuck the cowboys the giants the redskins #EaglesNation #BleedGreen
offensive_language,Fuck the rockets and everything they get with d Howard bitch ass. Signed bitter laker fan. Lol
offensive_language,Fuck them bitches&#128557;&#128557;&#128557;
offensive_language,Fuck them hoes you got that award already.
offensive_language,Fuck them kids bitch
offensive_language,Fuck these bitches RT @KingHorseDick: Stop women bashing RT @viaNAWF Them women don't exist in this generation.
offensive_language,Fuck these hoes im gone &#9996;&#65039;
offensive_language,"Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha"
offensive_language,Fuck this bitch idc #TGIF
offensive_language,Fuck this fuckin bitch and her stupid analysis bullshit
offensive_language,Fuck this hoe ass professor she looks like an extra from Halloween town.
offensive_language,"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar."
offensive_language,Fuck u 2 bitch call the cops
hate_speech,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people
offensive_language,Fuck what a bitch saying the hood love me
offensive_language,Fuck what rappers say bitch I am LA
offensive_language,"Fuck what you think. I think them bitches produced the FUCK outta some shit. 

Telling you I STILL rock out to the vast majority of No Skits"
offensive_language,Fuck wit us and we tweakin hoe
offensive_language,Fuck with us you know we tweakin hoe
offensive_language,"Fuck wnba , fuck dykes on my set #GotNoSet"
offensive_language,Fuck ya main hoe now she claimin mob hav her brake ya heart wen I rob ya inda daark
offensive_language,Fuck you and the bitches you talking to
offensive_language,Fuck you bitch I have to fucking piss I take 30 seconds you take 5 fucking minutes &#128545;&#128545;&#128545;&#128545;
offensive_language,Fuck you bitches who send dudes to child support court just because you're petty
offensive_language,Fuck you bruh Ima look at your young bitch..
hate_speech,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games"""
hate_speech,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
hate_speech,Fuck you ghetto ass coons
offensive_language,Fuck you niggah I'm cold &amp; my aunts said no more throwing people in so I'm going to take a shower &#128524;
offensive_language,Fuck you then bitch shove that work up your A-S-S
offensive_language,Fuck you tweetin me emojis for faggot RT @FrancoisKilljoy: @202SOLE &#9786;&#65039; http://t.co/R6UeWFUr8W
offensive_language,"Fuck you, #BobCostas! That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool."
offensive_language,"Fuck you, hoe ass nigga RT@UberFacts The white-fronted parrot is the only other species besides humans that French kiss as a prelude to sex."
offensive_language,"Fuck your dreads fire it up hoe rt while we watch ""This Is The End"""
offensive_language,"Fuck! ""Hostess to liquidate if Bakers&#8217; strike continues through Thursday; end of Twinkies..."" - http://t.co/gtWmJmGT"
offensive_language,Fucked the shit out yo bitch earlier she said she couldn't stand straight
offensive_language,Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. #FukNiccas
offensive_language,"Fucked your bitch, just met her &#128527;"
offensive_language,Fucken pussy
offensive_language,Fuckin pussies passed out.
hate_speech,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin"
offensive_language,"Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes"
offensive_language,Fucking bitches never hit a nigga back up
offensive_language,Fucking cunts.
offensive_language,Fucking douche bro. You're a fag
hate_speech,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA"
offensive_language,Fucking flake ass bitches
hate_speech,Fucking gook
offensive_language,Fucking hate ghetto girls I swear bruh
offensive_language,Fucking hate ghetto girls bruh
hate_speech,Fucking hate my coon ahh uncle
offensive_language,"Fucking lying cunts man, gotta love them"
offensive_language,Fucking pussy bruh lol
hate_speech,Fucking redneck queers and their game invites
offensive_language,Fucking thirsty bitches
offensive_language,Fucking told all of you bitches. http://t.co/DiF6d6EYin
offensive_language,Fucking trash @carmeloanthony
offensive_language,Fucking twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp
hate_speech,Fucking with these hoes nigga don't be no dumby
offensive_language,Fuckkkk this faggot commie http://t.co/RD81TnCo4f
hate_speech,"Fuckkkkk!!! My nig a g tho, he gonna come back"
offensive_language,Fuhk you you hoe I don't want you back classic joint http://t.co/RSTFFagdwY
offensive_language,Fuk dat bitch lol @dropolo voice
offensive_language,Fuk u bitch http://t.co/YezHxQVy02
hate_speech,Fuk wit a real nicca
offensive_language,Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt
offensive_language,Funnie watching my nig interview on ESPN
hate_speech,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"
offensive_language,Funny 2 see gay men with #grindr profiles bitch on tv about privacy rights.
neither,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.
offensive_language,Fuuuuuck you you stupid fucking cunt
offensive_language,Fuuuuuuuuck that bitch. #Snowpiercer
offensive_language,"G's up, hoes down, while you motherfuckers bounce to this."
neither,GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado
neither,GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe
hate_speech,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;"
offensive_language,"GIRL! Trying to put dem bitches on, too! RT @CeeisMee: In AutoZone trying to buy the correct wiper blades for my car http://t.co/tifQceESts"
neither,GM....don't be the bird that didn't get the worm today #GoStampsGo84
offensive_language,GOAT RT @DBlockDeuce_215 Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY
offensive_language,GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money fags
offensive_language,GStar suspenders got a bad bitch bitch
offensive_language,GTA online today bitch ass niggas
offensive_language,GTFOH u bitch ass ref
neither,"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv"
offensive_language,GUYSSSSS YOU KNOW WHAT THAT MEANS &#128515;&#128515;&#128515;&#8220;@itslizkhalifa: @07Cannon maaan :( most of my friends are hoes this can't be true &#128554;&#8221;
offensive_language,Gab and Bri both fell asleep on me. #hoes
offensive_language,Gabby is back bitches step aside
offensive_language,Gabby is hella ghetto
offensive_language,Gabby is such a hoe
offensive_language,Gabby's a bitch and has three accounts
hate_speech,Gabby's a bitch and has two accounts
offensive_language,Gaga is that bitch who probably gives A+++ lapdances.
offensive_language,"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!"
neither,Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG
neither,Game 128 Preview: Houston #Astros at New York #Yankees http://t.co/ughVRRdirz
offensive_language,Gang gang bitch&#128165;&#128299;
offensive_language,Gansitos are ATG beaner candy
neither,Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.
neither,Gas is always cheaper in the ghetto
offensive_language,Gasoline RT @_____0__o______: 12. What did the last pussy you had taste like?
offensive_language,Gator's bitches best be usin Jimmy's !
offensive_language,Gator's bitches better be using jimmies
offensive_language,"Gave a homeless guy a couple bucks today and didn't even say thank you, just walked away Ha okay!! Ungreatful son of a bitch."
offensive_language,Gave dat bitch da Spirit of the Dragon
hate_speech,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD"
offensive_language,Gave that bitch an E pill ... Bitches love fucking wit they EX
offensive_language,Gay ass hillbilly intro song
hate_speech,Gay ass nigga &#128514;&#128514; bitch you thought you thought
offensive_language,Geeked out my mine I think this bitch done stole a 50
offensive_language,Geno Smith &gt; Alex bitch Smith's trash overpaid ass
neither,George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.
hate_speech,George michael such a fag
offensive_language,German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/6hOFBlxAuL
offensive_language,Get a &#8220;dope new job&#8221; bruh RT @Brizgotti: Good luck pussy RT @CombMyAfro: Interview aka MONEY TIME!
offensive_language,"Get a bitch, break a bitch"
offensive_language,"Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk"
neither,"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada"
offensive_language,"Get my name tatted, right by ya pussy &#128137;&#128008;&#128700;"
offensive_language,Get on your mutha fucking shit hoe.
offensive_language,Get on your shit hoe.
offensive_language,"Get out granny long-johns rednecks..for your cold bones from very cold ""Polar Vortex, The Sequel""! DoG http://t.co/ZXuxFXPzI7"
neither,"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers"
offensive_language,Get tf off joseline pussy!!!! Like damn
offensive_language,Get the fuck over yourself fag. You're an undercover hooker and actually use weave cause you're balding. You are NOT cute.
offensive_language,Get these hoe ass fuckboys off the stage. #VMAs
offensive_language,Get this bitch off my TV bruh
neither,Get this monkey off my back...
neither,Get two birds stoned at one time.
offensive_language,Get yo bitch jumped by 6 nigguhs
offensive_language,Get your nasty ass out of my snapchat bitch
offensive_language,Get your own picture bitch.
offensive_language,Get your slow ass out my way #bitch
offensive_language,Get your weak ass juco highlights off twitter hoe
offensive_language,"Gettin a lil midnight snack, best po-boys in town Genes with my nigs @yungnaughti and nick_swag_is_504 http://t.co/HHom4NxAKd"
offensive_language,Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl &#128175;
offensive_language,Gettin drop top dat hoe
hate_speech,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
offensive_language,Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!
neither,Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;
offensive_language,"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
neither,Ghetto bird can't fly away from my hood
neither,Giants secondary lookin like trash
neither,"Giants vs. stinky birds Sunday 
...think Ima make some wings &#128522;"
offensive_language,Giants you bitch
